"id","complex_name","address","main_industry"
626254,양산어곡일반산업단지,"경상남도 양산시 어곡공단로 116 (어곡동, (주)에스피엠)",28111
626369,양산용당일반산업단지,"경상남도 양산시 용당산단1길 5, 용당일반산업단지 B-1 (용당동)",30331
626412,양산유산일반산업단지,경상남도 양산시 유산동 509 외 2필지,52109
626426,양산일반산업단지,경상남도 양산시 유산공단4길 47-4 (유산동),13921
626519,양주검준일반산업단지,경기도 양주시 남면 검준길 243,13402
626591,양주구암일반산업단지,경기도 양주시 남면 구암리 379,13224
626593,양주남면일반산업단지,"경기도 양주시 남면 감악산로199번길 105-75, (주)상영테크",25112
626631,양주도하일반산업단지,"경기도 양주시 은현면 그루고개로 366, 외 10필번지",24221
626632,양주상수일반산업단지,경기도 양주시 남면 휴암로284번길 403-17,29176
626645,양주홍죽일반산업단지,경기도 양주시 백석읍 홍죽리 962-10번지 외 2필지,70111
626726,여수국가산업단지,전라남도 여수시 ,25924
627036,에스폼산업단지,충청북도 진천군 광혜원면 삼절1길 28,25113
627038,여수오천일반산업단지,"전라남도 여수시 망양로 514-15, (주)건우산업 (오천동)",20499
627094,여수율촌제1일반산업단지,전라남도 순천시 해룡면 율촌산단4로 68-7,25122
627229,여주강천일반산업단지,경기도 여주시 강천면 곱새기로 24-29,25113
627235,여주삼교일반산업단지,경기도 여주시 장여로 1463-81 (삼교동) 외 3필지,23321
627236,여주장안일반산업단지,"경기도 여주시 안평로 79, (716번지) (점동면) 외 5필지",23911
627237,연천백학일반산업단지,경기도 연천군 백학면 통구리 1067-1번지,20499
627296,연천백학통구일반산업단지,경기도 연천군 백학면 통구리 1076,24321
627297,연천장남일반산업단지,경기도 연천군 장남면 장백로 353,22223
627299,영광대마일반산업단지,전라남도 영광군 대마면 송죽리 1041-5,10799
627373,영동일반산업단지,경상남도 함안군 칠북면 영동리 937번지,25112
627394,영암삼호일반산업단지,전라남도 영암군 삼호읍 용당리 2172-1 번지 외 25필지,31111
627395,영주SK스페셜티일반산업단지,경상북도 영주시 가흥공단로 70 (상줄동),20121
627396,영주가흥일반산업단지,"경상북도 영주시 가흥공단로 59-144 (상줄동, 소디프제1공장) (총 3 필지)",10129
627401,영주갈산일반산업단지,경상북도 영주시 장수면 용주로 88-60,29141
627405,영주두전일반산업단지,경상북도 영주시 장수면 두전리 1141-5번지,10309
627409,영주일반산업단지,경상북도 영주시 봉현면 소백로1701번길 158,13221
627450,영천일반산업단지,경상북도 영천시 영천산단로 411 (채신동),30399
627528,예산신소재일반산업단지,충청남도 예산군 고덕면 상몽산단로 136,24311
627555,예산예당일반산업단지,충청남도 예산군 고덕면 예당산단4길 67,10741
627623,예산일반산업단지,충청남도 예산군 응봉면 산단1길 7,20491
627684,오산가장2일반산업단지,경기도 오산시 가장산업서로 56-8 (가장동),29299
627745,오산가장지방산업단지,경기도 오산시 가장산업동로 28-73 (가장동),29271
627780,오산세마일반산업단지,"경기도 오산시 지곶중앙로 1-19, 1, 2층 일부(세교동, 주식회사필옵틱스)",29272
627786,오송생명과학단지,충청북도 청주시 흥덕구,27111
627862,옥천청산일반산업단지,충청북도 옥천군 청산면 인정1길 89,25912
627879,옥천테크노밸리일반산업단지,충청북도 옥천군 옥천읍 테크노밸리로 117,29229
627891,온산국가산업단지,울산광역시 울주군,25924
628244,완장일반산업단지,경기도 용인시 처인구 남사면 완장리 산 22-1번지,29271
628246,완주일반산업단지,전북특별자치도 완주군 봉동읍 완주산단5로 284,30331
628347,완주테크노밸리일반산업단지,전북특별자치도 완주군 봉동읍 테크노밸리로 534 외 1필지,25113
628468,왜관일반산업단지,"경상북도 칠곡군 왜관읍 공단로4길 45-1, 1단지 15B-12L",29173
628877,왜관제3일반산업단지,"경상북도 칠곡군 왜관읍 3산업단지3길 93, 3단지 9B-5L",32021
628930,용인농서일반산업단지,경기도 용인시 기흥구 삼성2로96번길 23(농서동) 외 9필지,20121
628933,용인원삼일반산업단지,경기도 용인시 처인구 원삼면 이원로 1076,28123
628934,용인제일일반산업단지,경기도 용인시 처인구 양지면 제일리 640-19 외 1필지,29271
628937,용인테크노밸리일반산업단지,경기도 용인시 처인구 이동읍 덕성리 184번지 용인테크노밸리 일반산업단지 내 산업 8-6블럭,20499
629085,용인통삼일반산업단지,경기도 용인시 처인구 남사읍 서촌로 56,26299
629091,용인패키징디자인일반산업단지,경기도 용인시 처인구 유림로 165-45 (유방동),22299
629094,울산길천일반산업단지,울산광역시 울주군 상북면 길천산업로 383,30399
629217,울산매곡일반산업단지,울산광역시 북구 매곡산업로 54 (매곡동),29294
629264,울산매곡제2일반산업단지,"울산광역시 북구 매곡산업4길 62(매곡동, (주)국일에프에이)",29229
629278,울산매곡제3일반산업단지,울산광역시 북구 매곡산업6길 15-1(매곡동),30399
629303,울산모듈화일반산업단지,"울산광역시 북구 모듈화산업로 207-12 (연암동, (주)금영)",30399
629337,울산미포국가산업단지,"울산광역시 남구, 동구, 북구",25924
630296,울산반천일반산업단지,울산광역시 울주군 언양읍 반천산업로 219-13,25991
630387,울산봉계일반산업단지,울산광역시 울주군 두동면 봉계리 660번지,30331
630397,울산신일반산업단지,울산광역시 울주군 온산읍 처용산업로 51-26,25929
630485,울산와지일반산업단지,울산광역시 울주군 웅촌면 와지공단2길 37,30320
630516,울산전읍일반산업단지,울산광역시 울주군 두서면 전읍농공길 1-45,22299
630519,울산중산2차일반산업단지,울산광역시 북구 중산산업1길 6 (중산동),29119
630574,울산중산일반산업단지,울산광역시 북구 중산산업로 17 (중산동),29299
630593,울산테크노일반산업단지,울산광역시 남구 테크노산업로55번길 14 (두왕동),70129
630774,웅천일반산업단지,충청남도 보령시 웅천읍 구룡리 958,10213
630787,원주동화일반산업단지,강원특별자치도 원주시 문막읍 동화공단로 58-1,25112
630802,원주문막반계일반산업단지,강원특별자치도 원주시 문막읍 반계리 2255-8,70129
630824,원주문막지방산업단지,강원특별자치도 원주시 문막읍 문막공단길 188,13229
630852,원주우산일반산업단지,강원특별자치도 원주시 우산로 170(우산동),10801
630875,원주자동차부품일반산업단지,"강원특별자치도 원주시 문막읍 세오름길 26, BL-7",30399
630881,음성금왕일반산업단지,충청북도 음성군 금왕읍 대금로1278번길 81,10111
630889,음성금왕테크노밸리일반산업단지,충청북도 음성군 금왕읍 금왕테크노5길 13,10742
630955,음성대풍일반산업단지,충청북도 음성군 대소면 대풍산단로 58,20493
630964,음성리노삼봉일반산업단지,충청북도 음성군 맹동면 인곡리 0번지 리노삼봉산업단지 3블럭,29299
630975,음성맹동일반산업단지,충청북도 음성군 맹동면 맹동산단로 31,10794
631001,음성생극일반산업단지,충청북도 음성군 생극면 생극산단길 106,23324
631040,음성성본일반산업단지,충청북도 음성군 금왕읍 유포리 0번지 일원 성본산업단지 내 G4-2BL,72919
631094,음성오선일반산업단지,충청북도 음성군 금왕읍 오선산단로 12 외 1필지,20499
631112,음성용산일반산업단지,충청북도 음성군 음성읍 용산리 용산산업단지 내 8-1BL,25112
631133,음성원남일반산업단지,충청북도 음성군 원남면 원남산단로 173 외 1필지,24211
631211,음성유촌일반산업단지,"충청북도 음성군 금왕읍 유촌리 유촌산업단지(A1-3BL,A1-4BL)",20202
631253,음성이테크일반산업단지,충청북도 음성군 감곡면 문촌리 1193,23321
631267,음성중부일반산업단지,충청북도 음성군 대소면 대금로 653-32,35114
631269,음성하이텍일반산업단지,충청북도 음성군 삼성면 하이텍산단로 120,29299
631276,의정부용현일반산업단지,경기도 의정부시 산단로152번길 35 (용현동),25111
631404,이당일반산업단지,경상남도 고성군 고성읍 사동길 185,31322
631405,이천대월일반산업단지,경기도 이천시 대월면 대월로667번길 38-19,28123
631412,이천도암일반산업단지,경기도 이천시 신둔면 원적로 419-68,25113
631419,이천모가일반산업단지,경기도 이천시 모가면 공원로 133-1,21210
631420,이천장호원일반산업단지,경기도 이천시 장호원읍 진암리 779-3번지,20423
631422,익산국가산업단지,전라북도 익산시 ,25994
631727,이화일반산업단지,울산광역시 북구 중산동 이화산업단지 2-1,28202
631728,익산제2일반산업단지,"전북특별자치도 익산시 석암로3길 146 (팔봉동, 드림스틸)",25113
631910,익산제3일반산업단지,전북특별자치도 익산시 삼기면 산단오룡길 14-12,20321
632027,익산제4일반산업단지,전북특별자치도 익산시 함열읍 익산대로78길 179-10,27215
632058,인천기계일반산업단지,인천광역시 서구 장고개로126번길 17-7 (가좌동),26222
632199,인천서부일반산업단지,인천광역시 서구 사렴로32번길 17 (경서동),52101
632483,인천서운일반산업단지,"인천광역시 계양구 서운산단로2길 62, 가동 2층(서운동)",29199
632689,인천일반산업단지,"인천광역시 서구 가정로38번길 18, 1동 2층 20호 (가좌동, 영창테크노타운)",20423
633137,장항국가생태산업단지,충청남도 서천군,26211
633179,인천청라1지구일반산업단지,인천광역시 서구 로봇랜드로249번길 46-51 (청라동),22241
633210,장흥바이오식품일반산업단지,전라남도 장흥군 장흥읍 해당리 652-2,10801
633306,전주과학산업연구단지,전북특별자치도 완주군 봉동읍 둔산1로 6,30392
633458,전주시자원순환특화일반산업단지,전북특별자치도 전주시 완산구 상림동 762-8번지,38311
633465,전주제1일반산업단지,"전북특별자치도 전주시 덕진구 기린대로 734 (팔복동1가, 금강특수유리)",23112
633545,전주제2일반산업단지,"전북특별자치도 전주시 덕진구 팔과정로 53 (팔복동3가, (주)모나리자)",17902
633568,전주친환경첨단복합일반산업단지(3-1단계),전북특별자치도 전주시 덕진구 동산동 748-1번지 외 1필지,35120
633570,정읍제1일반산업단지,전북특별자치도 정읍시 공단1길 51 (영파동) 외 4필지,20499
633575,정읍제2일반산업단지,전북특별자치도 정읍시 하북동 857-8번지,29210
633624,정읍제3일반산업단지,전북특별자치도 정읍시 북면 3산단3길 117 (양지산업),22223
633667,정읍첨단과학일반산업단지,전북특별자치도 정읍시 신정동 1557-3번지 외 3필지,70129
633715,정주일반산업단지,부산광역시 강서구 정주산단로 75 (지사동),16102
633717,제주용암해수일반산업단지,제주특별자치도 제주시 구좌읍 일주동로 2708-19,11209
633733,제천일반산업단지,"충청북도 제천시 바이오밸리1로 16(왕암동, G-프로젝트공장)",30399
633750,제천제2산업단지,충청북도 제천시 한방엑스포로 165 (왕암동),30399
633763,제천제3산업단지,충청북도 제천시 제3산단로 284 (왕암동),20422
633787,증평2일반산업단지,"충청북도 증평군 도안면 증평2산단로 20, (주)그린위치",10742
633821,증평일반산업단지,"충청북도 증평군 증평읍 증평산단로 80, 제2공장(박막형 공장) (한국철강증평공장)",75994
633830,진주뿌리일반산업단지,경상남도 진주시 정촌면 예상리 산 11-6 진주뿌리일반산업단지 내,30122
633910,진주상평일반산업단지,경상남도 진주시 동진로264번길 12 (상대동) 외 1필지,22232
634368,진주일반산업단지,경상남도 진주시 사봉면 산업단지로 102,26299
634457,진주정촌일반산업단지,경상남도 진주시 정촌면 화개천로 40,52101
634571,진주지수일반산업단지,경상남도 진주시 지수면 용봉로 130 외 1필지,20202
634573,진천문백정밀기계일반산업단지,충청북도 진천군 문백면 농다리로 255-4,29133
634577,진천문백태흥일반산업단지,충청북도 진천군 문백면 생거진천로 738-1 외 1필지,30201
634579,진천산수일반산업단지,충청북도 진천군 덕산면 산수산단3로 19,10759
634647,진천신척일반산업단지,충청북도 진천군 덕산읍 신척산단1로 43-9,20421
634719,진해국가산업단지,경상남도 창원시 진해구,31111
634754,진천이월일반산업단지,충청북도 진천군 이월면 고등1길 27,22212
634760,진천죽현일반산업단지,충청북도 진천군 광혜원면 죽현리 1267,21210
634761,진천초평은암일반산업단지,충청북도 진천군 초평면 은암산단로 246,35114
634773,진천케이푸드밸리,충청북도 진천군 진천읍 씨제이로 161,22213
634776,진해남양지방산업단지,"경상남도 창원시 진해구 남영로527번길 16(남양동, (주)대광모티브)",35114
634818,진해마천일반산업단지,경상남도 창원시 진해구 남영로564번길 22 (남양동),29161
634914,진해죽곡일반산업단지,경상남도 창원시 진해구 명제로35번길 37 (죽곡동),25941
634921,창녕넥센일반산업단지,경상남도 창녕군 대합면 대동월포로 291,22111
634922,창녕대합일반산업단지,경상남도 창녕군 대합면 대합산업단지로 120-19,31999
634923,창원국가산업단지,경상남도 창원시 ,25130
637857,창녕억만일반산업단지,경상남도 창녕군 고암면 억만리 1600번지,24199
637859,창원수곡일반산업단지,경상남도 창원시 마산회원구 내서읍 용담리 842-15,31111
637870,창원일반산업단지,경상남도 창원시 의창구 대산면 가술리 700-4번지,25119
637921,창원진전평암일반산업단지,경상남도 창원시 마산합포구 진전면 평암로 200 (진로소주),11122
637922,창원창곡일반산업단지,"경상남도 창원시 성산구 공단로 202, 창곡일반산업단지 2단지 (창곡동)",26224
637927,창원천선일반산업단지,경상남도 창원시 성산구 곰절길18번길 3 (성주동),29229
637953,천안마정일반산업단지,충청남도 천안시서북구 직산읍 마정리 526번지,29399
638014,천안산업기술일반산업단지,충청남도 천안시서북구 직산읍 삼은리 43번지 충남테크노파크 생산관 2201호,25122
638125,천안제2일반산업단지,"충청남도 천안시 서북구 2공단7길 61 (업성동, (주)MS가스)",20121
638330,천안제3일반산업단지,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 909,910,911,912,913,914호 (백석동)",72923
638577,천안제4일반산업단지,충청남도 천안시 서북구 직산읍 4산단4로 27,26294
638702,천안제5일반산업단지,충청남도 천안시 동남구 성남면 대화리 357번지,20129
638765,천안풍세일반산업단지,충청남도 천안시 동남구 풍세면 풍세산단4로 104,10122
638885,청산대전일반산업단지,경기도 연천군 청산면 초대로 217-55 외 1필지,13402
638914,청원옥산일반산업단지,충청북도 청주시 흥덕구 옥산면 옥산산단3로 130,13229
638973,청주오송제2생명과학일반산업단지(충북경제자유구역 오송바이오폴리스지구),충청북도 청주시 흥덕구 오송읍 정중리 728,27193
639081,청주오창과학일반산업단지,충청북도 청주시 청원구 오창읍 양청3길 21,70111
639274,청주오창제2일반산업단지,충청북도 청주시 청원구 오창읍 양청송대길 209,28202
639282,청주오창제3일반산업단지,충청북도 청주시 청원구 오창읍 두릉유리로 46-2,29294
639314,청주테크노폴리스일반산업단지,"2순환로 765",20423
639332,청주현도일반산업단지,충청북도 청주시 서원구 현도면 현도공단로 180 (㈜제이엔피) 외 1필지,17909
639336,춘천동춘천일반산업단지,강원특별자치도 춘천시 동산면 봉명리 1098,10797
639361,춘천전력IT문화복합일반산업단지,"강원특별자치도 춘천시 남산면 해오름길 140, (재)기초전력연구원",70121
639376,춘천후평일반산업단지,"강원특별자치도 춘천시 후석로420번길 7, 1동 4층 430호(후평동) 1동 4층 430호",20411
639730,충주DH산업단지,충청북도 충주시 주덕읍 덕련리 557,22251
639733,충주KGC예본일반산업단지,충청북도 충주시 가주농공2길 27 (가주동),10795
639734,충주대신일반산업단지,"충청북도 충주시 산척면 천등박달로 370, (송강리)",25112
639735,충주만정일반산업단지,충청북도 충주시 대소원면 중원대로 4052 ((주)충주산업),23322
639737,충주메가폴리스일반산업단지,충청북도 충주시 대소원면 메가폴리스로 13-23,28202
639801,충주제1일반산업단지,"경기도 성남시 중원구 갈마치로 322, B동 1층 106 (상대원동) 외 1필지",10711
639839,충주제3일반산업단지,"충청북도 충주시 충주산단1로 34 (목행동, (주)세아특수강)",35114
639848,충주제4일반산업단지,"충청북도 충주시 충주산단1로 108-16(용탄동, 새한솔루텍)",35114
639852,충주제5일반산업단지,"충청북도 충주시 충주산단1로 128(용탄동, 현대엘리베이터)",52101
639861,충주중원일반산업단지,충청북도 충주시 주덕읍 당우리 1491,20499
639893,충주첨단일반산업단지,"충청북도 충주시 대소원면 첨단산업9로 10-21, (충주첨단산업단지)",30399
639940,칠곡연화일반산업단지,경상북도 칠곡군 지천면 금송로 176-30,25913
639950,칠서일반산업단지,경상남도 함안군 칠서면 공단동4길 75 (칠서면),29162
640032,탕정일반산업단지,충청남도 아산시 탕정면 갈산리 820,29299
640037,태백동점산업단지,강원특별자치도 태백시 태백로 2306-41 (동점동),29163
640046,파주LCD일반산업단지,"경기도 파주시 월롱면 엘지로 245 파주LCD산업단지 P7, P8, P9, M2동 옥상",35114
640054,파주금파일반산업단지,경기도 파주시 파평면 청송로208번길 20-22,21102
640066,파주문발제1일반산업단지,경기도 파주시 산업단지길 179 (문발동) 외 6필지,18119
640084,파주문발제2일반산업단지,경기도 파주시 산업단지길 163 (문발동) 외 2필지,18122
640101,파주법원2일반산업단지,경기도 파주시 법원읍 대능리 578-3,29174
640123,파주신촌일반산업단지,경기도 파주시 신촌로 23 (신촌동),28423
640199,파주오산일반산업단지,경기도 파주시 조리읍 당재봉로 29-28 (한국검정교과서) 외 1필지,17909
640275,파주월롱첨단일반산업단지,경기도 파주시 월롱면 휴암로 477,23129
640277,파주적성일반산업단지,경기도 파주시 적성면 가월리 1851-4번지,20132
640372,파주첨단일반산업단지(선유지구),경기도 파주시 문산읍 돈유2로 16,29299
640417,파주탄현중소기업전용국가산업단지,경기도 파주시 ,25933
640534,파주축현일반산업단지,경기도 파주시 탄현면 축현산단로 88-23,38321
640628,파주탄현일반산업단지,경기도 파주시 탄현면 한록산길 58,32029
640677,평택LGDigitalPark일반산업단지,경기도 평택시 진위면 청호리 363번지,26322
640678,평택고렴일반산업단지,"경기도 평택시 청북읍 고렴산단로 89, 1125",21210
640697,평택송탄일반산업단지,경기도 평택시 산단로16번길 93 (모곡동),10799
641511,평택어연.한산일반산업단지,경기도 평택시 청북읍 한산길 16,26600
641548,평택일반산업단지,경기도 평택시 세교산단로 31 (세교동),29271
641620,평택장당일반산업단지,"경기도 평택시 경기대로 1081 (장당동, 광동제약(주)) 외 2필지",11209
641625,평택진위2일반산업단지,"경기도 평택시 진위면 진위2산단로 140, 1동 9층 922호 1동 9층 922호",29133
641869,평택진위일반산업단지,경기도 평택시 진위면 진위산단로 32,29271
641882,평택추팔일반산업단지,경기도 평택시 팽성읍 추팔산단로 74 (남일전지상사(주)),28202
641922,평택칠괴일반산업단지,"경기도 평택시 산단로197번길 45 (칠괴동, (주)삼오)",22241
641950,평택포승2일반산업단지,경기도 평택시 포승읍 만호리 일원 685-2 포승2일반산업단지 내,52101
641964,평택현곡일반산업단지,경기도 평택시 청북읍 현곡산단로93번길 81,26129
641997,포천금현일반산업단지,"경기도 포천시 가산면 금현리 0 C23-1,2,3(포천금현일반산업단지)",23112
642012,포천신평일반산업단지,경기도 포천시 신북면 청신로2097번길 85-8,10792
642026,포천양문일반산업단지,경기도 포천시 양문공단로 128 (영중면) A동,13402
642073,포천용정일반산업단지,경기도 포천시 군내면 용정경제로1길 72,13229
642193,포항국가산업단지,경상북도 포항시 남구,23312
642196,포항블루밸리국가산업단지,경상북도 포항시 남구,25929
642277,한국수출산업(부평)국가산업단지,인천광역시 부평구,25924
643926,한국수출산업(주안)국가산업단지,인천광역시 서구,25924
645197,포천장자일반산업단지,경기도 포천시 신북면 신평리 676-7,13402
645281,포항영일만2일반산업단지,"경상북도 포항시 북구 흥해읍 영일만산단로 246-39, (흥해읍 용한리 867, 868)",31111
645290,포항영일만3일반산업단지,경상북도 포항시 북구 흥해읍 용한리 894,29280
645299,포항영일만4일반산업단지,경상북도 포항시 북구 흥해읍 곡강리 산 42-1 B3블록,28202
645311,포항영일만일반산업단지,경상북도 포항시 북구 흥해읍 영일만산단로118번길 162,29280
645324,함안대산대사일반산업단지,경상남도 함안군 대산면 대사리 1317-1번지,28111
645361,함안법수강주일반산업단지,경상남도 함안군 법수면 강주리 1405-1번지 D-1,24191
645384,함안법수우거일반산업단지,경상남도 함안군 법수면 우거리 1007번지 외 2필지,29229
645400,함안사내일반산업단지,경상남도 함안군 가야읍 함마대로 1256-40,23993
645404,함안일반산업단지,경상남도 함안군 군북면 함안산단3길 47,35114
645536,함안장지일반산업단지,경상남도 함안군 군북면 장지리 1403 외 1필지,29120
645539,함양일반산업단지,경상남도 함양군 수동면 우명리 80 외 1필지,52103
645543,함평동함평일반산업단지,전라남도 함평군 대동면 동함평산단길 19-64 번지,29131
645632,홍성일반산업단지,충청남도 홍성군 갈산면 산단로 516,70129
645643,홍천북방일반산업단지,강원특별자치도 홍천군 북방면 도둔길 49 (하이트맥주),22232
645645,화성 영진바이오 일반산업단지,경기도 화성시 남양읍 무송리 645 외 1필지,21210
645646,화성 팔탄(한미약품) 일반산업단지,경기도 화성시 팔탄면 하저리 1180번지 외 7필지,21210
645647,화성동탄일반산업단지,경기도 화성시 동탄산단2길 17 (방교동),29222
646058,화성마도일반산업단지,경기도 화성시 마도면 마도공단로1길 25,30399
646256,화성바이오밸리일반산업단지,"경기도 화성시 마도면 청원산단3길 68, 경기화성바이오밸리 일반산업단지 I-16-13블록",22231
646559,화성발안일반산업단지,"경기도 화성시 향남읍 발안공단로3길 35, 가동",28123
646937,화성송산테크노파크일반산업단지,"경기도 화성시 송산면 송산산단길 54, 4층",28903
647076,화성일반산업단지,"경기도 화성시 삼성전자로 1 (반월동, 삼성전자(주))",26111
647078,화성전곡해양일반산업단지,경기도 화성시 서신면 전곡산단13길 23,20499
647368,화성정남일반산업단지,경기도 화성시 정남면 정남산단로 100,29271
647481,화성주곡일반산업단지,경기도 화성시 우정읍 버들로 899-41,30399
647513,화성향남제약일반산업단지,경기도 화성시 향남읍 제약공단3길 107,21300
647519,화성화남일반산업단지,경기도 화성시 서신면 화남공단로 170 외 10필지,25113
647547,화순지방산업단지,전라남도 화순군 화순읍 감도리 896번지,21102
647568,횡성우천일반산업단지,강원특별자치도 횡성군 우천면 상하가리 452,17211
